brand,tweet_id,customer_text,brand_reply,heuristic,hand_label,label_rationale,confidence
AppleSupport,2355896,Dear @115858 I’ve found a styling bug in ios11 #pixelPrincess https://t.co/wouuZ4yBZi,"@680610 We'd love to take a look!  To start, what device and OS version are we working with today?  Also, have you tried restarting your device?",unclear,deflection,Diagnostic questions only,high
TMobileHelp,2357262,@TMobileHelp @115913 The panda deal its 3$ off anything $5+?,@646113 @115913 You got it! $3 off your purchase of $5 or more. *DanKing,unclear,substantive,Direct factual answer: discount terms confirmed,high
Uber_Support,1030193,@115877 hey orderd an Uber eat and it’s 30 mins late past the time told it will come. Pls help,@363744 Sorry to hear about this. Please send us a note here https://t.co/fnA1MvLIHi so we can follow up.,deflection,deflection,Link-only channel switch,high
AppleSupport,1762120,@AppleSupport The battery is at 8% by 5:30pm and i disconnect it by 7:00am and i do not use it much throughout the day. Facebook uses the most.,@530205 OK the battery lasts 10 hours with no use. What percentage is Facebook using?,unclear,deflection,Diagnostic question about Facebook usage,high
Uber_Support,960502,@Uber_Support the app is not working at the moment. I'm trying to book it for this morning at 3 but it's not working. Can you help?,"@347918 Hi Alessia, please reach out at https://t.co/41EELWKjnd and a member of our team will take a look.",unclear,deflection,Link-only channel switch,high
Uber_Support,2732010,@115873 @Uber_Support please have a phone number that people can call for customer service. It is very frustrating that there is no service number.,"@765832 Hi Sara! At this time we don't offer phone support, as communication is streamlined via email. Visit this link https://t.co/balq3Eyso6 so our team can assist.",unclear,substantive,Explains policy fully addressing the raised complaint,high
Uber_Support,1578814,Can Uber eats bring you liquor?,@486204 Happy to help! For more info visit https://t.co/UN59aWhdgb,deflection,deflection,"Link-only, no inline answer",medium
AmazonHelp,1138330,"Venho por meio deste tweet, declarar publicamente, elogios a @117086 pelo respeito ao cliente com ótimos preços e entrega rápida","@388130 Hola leegado, agradecemos muito o seu carinho, me diga, que fez a gente para merecer esses elogios? ^HC",unclear,unclear,"Conversational exchange, no action",high
TMobileHelp,349293,‘DM @tmobilehelp [11368],@199139 Thank you for the DM. :) *MohammedW,deflection,unclear,"Closing acknowledgement, no action",high
AppleSupport,2583156,@AppleSupport @115858 I just updated my phone now it won't turn on! It's been like this 1 hours what the hell?!?!,"@732034 We want to help you. Just to confirm, does your device not power on at all or does it power on but stuck at a certain screen?",unclear,deflection,Diagnostic question about power state,high
SpotifyCares,2779501,@SpotifyCares SO IF YALL COULD GET BACK TO ME ASAP THAT WOULD BE SUPER,"@776366 Hey there, sorry for the wait! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",deflection,deflection,DM account email/username requested,high
Uber_Support,2580666,@115873 your app really doesn't work smoothly enough for waiting fees to be a thing when it never seems to update the actual location unless you close and open it repeatedly...,"@158513 Sorry for the trouble! Send us a note here, https://t.co/u3MyknJaaN, and our team will be in touch.",deflection,deflection,Link-only channel switch,high
AppleSupport,1300739,"Thanks for the new update @115858 now my finger print won’t work. Then again what does, let’s not forget the Terrible user interface.",@424006 We're here to help. What exactly is happening when you attempt to use Touch ID? Are you receiving any error messages?,unclear,deflection,Diagnostic question about Touch ID errors,high
AppleSupport,521306,"@AppleSupport  why did you guys remove the ""Split View"" option in High Sierra??","@240343 Split View is a great feature that can really help maximize your productivity. No worries, it is an available option in High Sierra. Check out this page for details: https://t.co/XIsjoQrput",substantive,substantive,"Direct answer: feature still available, not removed",high
SpotifyCares,2848347,I love when @115888 updates and deletes all your saved music....,"@792143 Hi Ryan! That's not fun. What's the exact device, operating system, and Spotify app version you're using? Could you also DM us your account's email address? We'll do our best to help out /NJ https://t.co/ldFdZRiNAt",deflection,deflection,Diagnostic question: device/OS/version,high
SpotifyCares,2380898,@SpotifyCares I still do see it when I go to “edit profile”,@123380 Alright. Can you check if you have the latest versions of Spotify and Tinder installed? /RH,substantive,substantive,Concrete check step: update Spotify and Tinder,medium
TMobileHelp,247652,@115911 Well damn I don't like the VR can it be swapped for headphones. Thats what I was hoping for,"@166559 Hey! It comes with this deal for a limited time, Patrick. *NaeJ",unclear,substantive,"Explains offer terms are fixed, no swap available",medium
SpotifyCares,1971551,@SpotifyCares We are trying to add a member of the family to our family plan and he keeps getting an oops something went wrong everytime,"@583993 Hey Anton, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",deflection,deflection,DM account email/username requested,high
AppleSupport,1968131,@115858 fix this iPhone glitch...,"@583175 Are you experiencing an issue on your iPhone? If so, DM us what's going on. We're happy to help. https://t.co/GDrqU22YpT",deflection,deflection,"DM ask, no step",high
TMobileHelp,1648641,@TMobileHelp i need help with my bill again!,@203560 Good afternoon! My name is Meg and I am happy to help you out with your questions today. Let's move over and chat... https://t.co/SflUF3OmUO,unclear,deflection,Channel switch to chat link,high
AmazonHelp,917962,@AmazonHelp I need to use my password and email to get to that link...,"@327457 No problem! At the bottom of the box, there is a link, ""skip sign in"". Click on it to skip logging into https://t.co/ykTUEmdsQA. Let us know if you need anything! ^DA",unclear,substantive,Specific step: click skip sign in,high
TMobileHelp,2032557,@TMobileHelp I mean legit prizes...I don't need $2 off coffee every week. #ideclareshenanigans,"@525218 We do have larger prizes as well, millions of people enter every week, and a few lucky winners get some huge gifts! *SageMcGowan",unclear,substantive,Explains prize program details inline,medium
Uber_Support,1552883,"@Uber_Support No one is even responding to in app queries... silently closing the query.. for a trip of 74.43, i paid 117.85 and 74.43 through my credit card for the app to allow me to book other rides.. Worst service ever.. Sure this heartburn will only go when u lose 2 someone... all d best",@480470 A member of our team has already resolved this issue through in-app support. You're going to need to view our response on the October 26 if you would like to see our resolution. Please let us know if you have any questions or concerns.,unclear,deflection,"Redirects to prior in-app resolution, no inline content",medium
AppleSupport,417553,@115858 the new iOS update blows. My phone freezes at least 4 times a day,@214631 Which iPhone model do you have? Have you tried restarting since updating? Let us know in DM: https://t.co/GDrqU22YpT,deflection,deflection,Diagnostic question + DM,high
SpotifyCares,2175347,@115888 Please consider allowing users to make copies of existing playlists that they can then add/delete songs and edit them as they see fit. Thanks!,@637748 3:  paste them into your preferred playlist. Hope that helps /CP,unclear,substantive,"Names concrete step, though reply truncated",medium
TMobileHelp,1409240,@TMobileHelp I just did :) Thanks,"@185083 Thank you so much for the DM, meet me back there, and we will get started!  https://t.co/QdMOv35qgk *PeterLabrecque",deflection,deflection,"Channel confirmation, no step",high
Uber_Support,2794445,"As a millennial&amp; introvert, I truly understand not wanting to talk 2 people on the phone, I'm used 2 text &amp; email. But I'm an old enough millennial to know how 2 pick up the phone when I have a problem. @Uber_Support has made rectifying a problem SO DIFFICULT today","@776944 Hello, Christina! Thanks for your patience. Please check your DM for our reply.",substantive,deflection,"Refers to DM, no inline step",high
Ask_Spectrum,1710992,Finished configuring three Roku streaming sticks (Oct. '17 model) that replace pricey Spectrum cable boxes. Everything is working well.,@518316 If you need any further assistance or have any further questions please reach out to us. -STS,deflection,unclear,"Non-responsive, message wasn't a complaint",high
SpotifyCares,2073789,@148611 Hello! I just want to ask who i can talk to regarding my subcription problems. I am being charged on both my credit cards.,"@613358 Hey there! We currently don't have telephone support, but we can help on Twitter. Can you send us your email address or username via DM? /CH https://t.co/ldFdZRiNAt",deflection,deflection,"No phone support, DM email/username requested",high
TMobileHelp,2009203,It’s dope to be able to use the iPhone X. But then I’m constantly reminded how crippling @115911 network is to the awesome experience.,@273866 Ouch! Its important to us that you enjoy all the awesome features of your new phone with no worries! DM us your l... https://t.co/nRoSdB5TPl,deflection,deflection,"DM us, truncated, no step",high
SpotifyCares,1420741,@SpotifyCares  My son can't verify his address on our family account. He's at college right now.  Please help!  I'm doctorjonms,"@450299 Hi Jon. Don't worry, help's here. Can you DM us either his username or email address so we can check? /JU https://t.co/ldFdZRiNAt",substantive,deflection,DM his username/email requested,high
TMobileHelp,940201,@115911 just got a phone from a friend to use abroad and t-mobile refuses to unlock. #notfair #freethephone #doctorswithoutborders,@342882 Hey Daniel! We're all about you staying connected abroad! Have your friend DM us and we can get that taken care of. *TerriL,deflection,deflection,"Have friend DM us, no step",high
AmazonHelp,909440,@12339 @115850  my product is out for delvry at wrong city. You both are blaming each other. who's fault? who sucks for #poorservice https://t.co/HNCHhiprYD,@336024 https://t.co/DOPjSKriJu and we'll reach out to you. (2/2) ^VM,deflection,deflection,"Link/contact reference, truncated",medium
Uber_Support,2344159,"@115873 When I get report a ""Problem with cancellation fee"" get get a credit, does the drivers still get the money?  I think you have some drivers in Lima who intentionally don't pick up their rider, forcing them to cancel eventually so the driver can collect the fee.",@677932 Our team is reviewing your email now and will be in touch. We appreciate your patience!,unclear,deflection,"Vague team-reviewing note, no info",high
AmazonHelp,468787,@AmazonHelp You do only lip service. I have suffered loss of Rs 5500 and mental harrassment. I want compensation for it not assurances,@226619 An email has already been sent with a reply. Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ (1/2)^HR,substantive,deflection,"Refers to email link, no inline step",high
AppleSupport,1780252,"Sweet update, @AppleSupport 😠 https://t.co/uqfZaPKsjw",@534862 We'd like to make things right. Have you been able to restart your iPhone since noticing this?,substantive,deflection,Diagnostic question about restart,high
Ask_Spectrum,2070162,@Ask_Spectrum internet speeds unusable in zip code 35004,"@612218 Hello! Thanks for reaching out to us here, I would be happy to help and check on this for us. Would you be able t... https://t.co/bWy62QZmKA",substantive,deflection,"Diagnostic ask, truncated",high
SpotifyCares,2552651,"@SpotifyCares There is no error, I just click play and nothing happens.",@503552 Hmm. Can you send us a DM with your username or email address? We'll take a look backstage /HR https://t.co/ldFdZRiNAt,deflection,deflection,DM username/email requested,high
TMobileHelp,1793425,@TMobileHelp T-Mobile has the worst customer care ever. Called them over 20 times and had to repeat my problem to every single person.,@538943 Whoa! No need for that! One stop shop right here! Shoot me a DM! I got you! https://t.co/HTgeLMEYEm #TForceInFullEffect *DonHebron,deflection,deflection,"Shoot DM, no step",high
AmazonHelp,382381,"@AmazonHelp Sir, i had not received any mail yet.",@206652 sent by our team to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww 2/2 ^RS,substantive,deflection,"Refers to email link, no inline step",high
AppleSupport,1977510,@AppleSupport hey Apple. How are you meant to update ye apps if you can’t get into the App Store. Your phones are shite,@393588 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together. https://t.co/GDrqU22YpT,deflection,deflection,"DM ask, no step",high
TMobileHelp,1458295,@TMobileHelp @115913 You were unhelpful,@427768 @115913 We have a plan and ready to help. I’ll DM you to continue working https://t.co/Et1Fu7xZtb *BarbPelotte,deflection,deflection,"DM to continue, no step",high
SpotifyCares,1546794,@115888 please increase the max number of songs that can be downloaded 😢,"@478966 Hi! While we have no info to share about this, you can vote for the official idea here: https://t.co/Z9OErWpTNz /MU",substantive,substantive,"Direct answer: feature not available, vote link given",medium
Ask_Spectrum,1980384,"@Ask_Spectrum hi, no internet whatsoever for about 30 minutes now. 11209. Any outages or info when service will be restored?","@586231 Hello! Thanks for reaching out to us here, I would be happy to help and check on this for us. Would you be able t... https://t.co/qDiWsT37A3",substantive,deflection,"Diagnostic ask, truncated",high
TMobileHelp,955098,@345847 @TMobileHelp Keep me posted. I’m intrigued to see what happens.,@298322 Thanks for the reply Mike. Let me know if I can help in any way :-) #WeGotDis https://t.co/EBkVSbXyIs *LauraBeasley,unclear,unclear,"Generic non-response, no update given",high
SpotifyCares,2439890,@115888 my account has been hacked and I need your help?! How can you not have a contact number 🤦🏾‍♂️😡,"@699797 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",deflection,deflection,DM account email/username requested,high
AppleSupport,720895,"@AppleSupport restarting does not fix.  An hour ago I was able to DL an update, but now another one sits on 0% progress.",@292545 Are you choosing Update All or pressing each app individually? Have you tried to connect to a different Wi-Fi network?,substantive,deflection,Diagnostic questions only,high
Ask_Spectrum,2315284,@Ask_Spectrum Unfortunately all I am receiving on a good day is 30 to 40 Mbps.  I pay for 200 Mbps @Ask_Spectrum @91204 @173143 this has been going on for a year.  Please refund the money owed.,"@671346 Upon review of your account, I see that you are using a device that is not on the approval list of compatible dev... https://t.co/B4dRGq5X2B",unclear,substantive,Explains root cause: incompatible device inline,high
Uber_Support,722216,"@115877 support is just trash, they delivered the wrong order and only offered to refund half of the order.",@292902 Let's take a further look into this. Please send us a DM with your email and phone number linked to your account.,deflection,deflection,DM email and phone number requested,high
Uber_Support,1462155,@115873 @Uber_Support disgusted by your drivers lately they don’t know how to drive in NYC. Current driver almost got in 2 accidents merging and changing lanes. Is on and off the brake. I’m going to throw up,@456413 Sorry for the trouble! Send us a note via https://t.co/IeSxT5cVHC so we can connect right away.,deflection,deflection,Link-only channel switch,high
AmazonHelp,2734335,"@AmazonHelp I have *NEVER* seen a review take more than an hour or two! 
You sent me the Community Guidelines, with which I am familiar, but I did not see the ""within 48 hours"" blurb in it....","@766367 Have you received any e-mail confirmation indicating that your reviews could not be posted? Please make sure to check your spam and junk folders, as they are sometimes routed there by mistake. ^JS",substantive,substantive,Actionable step: check spam/junk folder,high
TMobileHelp,2498528,@115911 @TMobileHelp why is it that I promised that I would be able to upgrade with my JOD plan w/o a downpymt and now i do what changed,@712922 I'd love to provide you all the details on this! Please DM me here: https://t.co/gAmFrAsnx1 :) *PatrickUllmann,deflection,deflection,"DM me, no step",high
SpotifyCares,2968456,@SpotifyCares past few days I keep getting gunners iPhone pop up when I'm trying to listen to music and the track constantly changes to something completely different I have signed out and back in and nothing helps.... any ideas???,@818855 Hey Jess! The cavalry's here. Can you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,deflection,deflection,DM account email requested,high
Ask_Spectrum,1998329,"Hey @Ask_Spectrum , going on 5 days with out any of your services that we pay top dollar for. Any idea of a restoration time frame???","@590864 My apologies on the service issue, we can certainly take a look. Please Follow/DM the account information includi... https://t.co/b9De247m4r",deflection,deflection,Follow/DM account info requested,high
SpotifyCares,2288263,"@SpotifyCares https://t.co/pHUmvHRtmB 

here’s the link. i think u put a remix as the original and i would like the original song back pls and thnxs","@664798 1: Thanks. By the way, Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the...",substantive,unclear,Reply does not address the actual complaint,low
AppleSupport,1583088,@AppleSupport But...why is it happening,@487229 Check out this article for more information: https://t.co/uQeXsrrlXJ DM us any additional questions. https://t.co/GDrqU22YpT,substantive,deflection,"Link-only article, plus DM",medium
TMobileHelp,344233,@TMobileHelp @115913 Nah nah. No dm. I want everybody to see what kind of scum t-mobile truly is,@180733 @115913 We truly want to do all that we can to help. I hope that you'll reach out. https://t.co/lH0SH5fy2m *MikeRice,unclear,deflection,"Vague hope-you-reach-out, no public resolution",high
Uber_Support,1142182,. @115873 you can make a big help in #PuertoRico giving free rides to the campus of the public university. @116276 let talk. @49390,@388849 Here to help. Send us a note at https://t.co/UciVpwKXDw so our team can connect.,deflection,deflection,Link-only channel switch,high
AppleSupport,1776300,"@115858 @AppleSupport I am having a problem and find others with the same. Typing ""I"" on my iphone changes to A and a symbol. Started with latest iOS upgrade. #HELP!",@533786 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,substantive,deflection,"Workaround behind link only, no inline text",medium
TMobileHelp,2761011,@TMobileHelp I sent a DM. TY,"@755550 I see your DM and I am on the way, Sam! https://t.co/DMr1doG7OR *JulissaBadillo",deflection,deflection,"Channel confirmation, no step",high
SpotifyCares,1916970,@SpotifyCares  https://t.co/043Dtn071v,"@570975 Got it. Do you have any other devices you can try playing the track on? If so, can you give it a shot? /PB",substantive,substantive,Suggests concrete action: try another device,medium
SpotifyCares,1838753,@SpotifyCares I need to cancel my subscription and would like a refund as it has only been charged today. Please help,"@551101 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt",deflection,deflection,DM account email/username requested,high
Uber_Support,1927454,@Uber_Support I’m not gonna calm down any time soon so you might as well reply on how to talk to someone that can help me get my money from this ridiculous order back.,"@144244 Hi, Michelle! You can reach out to our phone support to speak further at 1-800-253-9377. Please let us know if anything else comes up.",substantive,substantive,Gives concrete phone number to call directly,high
AppleSupport,93628,"@AppleSupport my 6s has been lagging since I downloaded iOS 11.1.2 &amp; it’s very annoying, especially been as it’s practically brand new😔🙄","@136293 We know how important it is that your iPhone run like you expect it to, so we'd love to investigate what's going on and team up to find a solution. What are you doing on the iPhone when it slows down? DM us more details and we'll get started. https://t.co/GDrqU22YpT",deflection,deflection,Diagnostic question + DM,high
Uber_Support,1598256,@115873 I think your drivers just drive by intentionally to get us to cancel and make their easy $5.  Cause we got passed by 3 ubers,@490901 Here to help! Send us a note here https://t.co/e8HVorX5rh and our team will be in touch.,deflection,deflection,Link-only channel switch,high
AmazonHelp,910637,@AmazonHelp Waited for another 24hr as per your customer care executive's promise for issue resolution but no update yet.,@336288 Apologies. We've received your details. We'll get back to you soon. ^ST,unclear,deflection,"Apology, no action",high
AppleSupport,1744800,@116333 fix the god damn glitch. I️ does not equal i,@526144 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,substantive,deflection,"Workaround behind link only, no inline text",medium
Ask_Spectrum,1756951,@Ask_Spectrum It seems like somebody in Rialto is in bed with somebody in AT&amp;T. The cables 40 feet away from the building. They came out the process started and then it stopped. I can't get an honest answer.,@325066 I can check serviceability if you can please follow/DM the address in question. ^SS,substantive,deflection,Follow/DM address requested to check serviceability,high
SpotifyCares,424553,"@SpotifyCares Can you point me to any specifics regarding what the web player requires to work? Special ports, UPNP requirement etc?",@216046 Can you let us know which web browser you're using? We'll see what we can suggest /NY,unclear,deflection,Diagnostic question: which browser,high
AmazonHelp,56877,@AmazonHelp Well I'm gonna try certain pin codes from Pune or Kolhapur. Hope it's enough to grab one of those very few,@128885 You would only know whether your pin code is eligible or not when you enter your Shipping (1/2) ^GK,unclear,substantive,"Partial explanation of pin-code check, truncated",low
SpotifyCares,1384545,@SpotifyCares I already wrote in the link you provided ... your support page is in fact useless,"@442193 Thanks for the feedback. We'll be sure to pass it on to the right folks. On a different note, we've just replied to your DM. Let's carry on chatting there /NY",deflection,deflection,"Vague feedback ack, replied to DM instead",high
Ask_Spectrum,1813300,"Instead of paying my spectrum bill , I might as well go on amazon &amp; but 2 more fire sticks 🤷🏾‍♀️",@544746 I apologize for your experience with us. We are always more than happy to assist our customers with any questions... https://t.co/9piiRATJz2,unclear,deflection,"Generic apology, no concrete action",high
Ask_Spectrum,1160349,Thanks @Ask_Spectrum for hanging up on me &amp;not calling me back. #worstcustomerservice,@392992 Apologies for the frustrations and delayed response. Are you still in need of assistance? ^LG,unclear,deflection,"Generic diagnostic question, no fix",high
TMobileHelp,2605184,@TMobileHelp That's what I thought.,"@279062 I understand that you're being super patient, and we love you for that, thank you. I assure you, you're a priority to us, and we'll be with you as quickly as we can. Thank you again, for hanging in there! *JenniferRivera",unclear,deflection,"Vague reassurance, no concrete info",high
AppleSupport,2003491,can we talk about how i️ updated my phone twice and i’m still seeing boxes and question marks???? @AppleSupport,@592451 Hey there. We'd love to help you. Send us a DM and tell us what iOS version you're running. We'd be happy to help you there. https://t.co/GDrqU22YpT,deflection,deflection,DM ask for iOS version,high
AppleSupport,822704,@AppleSupport my apple music playlist keep saying this -an operation error occured (-12894) please help,@315972 We've got your back. Can you provide us with your device model and operating system version?,unclear,deflection,"Diagnostic question: model, OS version",high
Ask_Spectrum,1133800,@Ask_Spectrum - #internet and #cable down again in #satx #wtf!?!? Last week you make me drive into this office this time I can't even relax,@387154 I'll be happy to help you with your internet and TV service. Would you mind sending us a DM with your account number? -CP,deflection,deflection,DM account number requested,high
SpotifyCares,621435,@SpotifyCares I ONLY download to my phone. What happened here? Is my account hacked? How I can manage my devices to check if someone else is downloading?,@267489 Hey Roger! Can you DM us your account's username or email address? We'll take a look backstage /PL https://t.co/ldFdZRiNAt,deflection,deflection,DM account username/email requested,high
Ask_Spectrum,2000072,@117890 are you there? #internetoutage #centraltexas #restoretime?? https://t.co/fLpzIQ9sbJ,"@591389 My apologies for the interruption in your service. If you can DM me and provide me with the full address, phone n... https://t.co/1yQLOYBfk5",substantive,deflection,DM full address/phone requested,high
Uber_Support,2408919,Its #WorldDiabetesDay and @148768 are giving away 36k free donuts 😂😂the irony! Is this why @115877 cancelled our orders??,"@692671 We've been overwhelmed by demand! Supply is limited, but please keep trying.",unclear,substantive,Explains demand-related cause inline,medium
Uber_Support,711191,@Uber_Support Needing help with/ #UberEats 1st time customer.,@184246 We've followed up with your DM! Please check there for more details.,substantive,deflection,"Refers to DM, no inline step",high
TMobileHelp,1847486,@115913 Are you  guys  going to offer  unlocked Pixel 2?,"@553305 @115913 Although we won't be selling the Pixel 2, we do have a great offer if you bring it to our network: https://t.co/ZpUYFrAEQJ *DanKing",unclear,substantive,"Direct factual answer: no Pixel 2 sale, alternative given",high
TMobileHelp,1453287,"@TMobileHelp I was just writing a rant to apple. For not support your new LTE network Band of 600MHz My $1,200 iPhone X will be obsolete once its changed",@116425 I do hope you have a wonderful day!! *CamiCutsforth,deflection,unclear,"Non-responsive pleasantry, unrelated to complaint",high
Uber_Support,1654698,"@Uber_Support Can you send me any texts in English? Thank you.

John Jaffe

6106578576

__email__",@505013 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,deflection,deflection,"Link-only with navigation steps, no direct answer",medium
SpotifyCares,723573,@SpotifyCares Are NUS Extra card holders no longer eligible for Spotify Student? My student subscription runs out in a few days.,@293268 Hey Axl! NUS is currently unavailable as a discount option. We’d recommend using UNiDAYS at https://t.co/ZCWeItTUhj. Hope this helps /AY,unclear,substantive,Direct answer with concrete alternative (UNiDAYS),high
AppleSupport,649744,@123765 your app for iOS hasn’t improved to say the least. I delete and download the app 2-3 times each day I use it. Is there anything you or @AppleSupport can do? The updates aren’t helping either. I appreciate your help.,@274450 We're more than happy to help out with your application. What issues are you experiencing with it? Are you unable to open the app or load the content? Let us know more in DM. https://t.co/GDrqU22YpT,deflection,deflection,Diagnostic question + DM,high
TMobileHelp,2221768,Being a T-Mobile customer has to be the most stressful and exhausting thing in life😞 @115911 @135517 @TMobileHelp,@641229 I got you on this and look forward to turning it around.  I sent you a DM and look forward to your reply. *NevinBruce,deflection,deflection,"Sent DM, no step",high
Ask_Spectrum,1829591,@115955 is really nice when your system make your client pay more and no one can do anything,@549030 My apologies for the experience you have had with our company. Please follow/DM your service phone number and I w... https://t.co/Nt6OKV0QEx,deflection,deflection,Follow/DM phone number requested,high
SpotifyCares,1151242,@SpotifyCares I want to buy a Spotify gift card in central London. Where can I find them? Tried a couple of tescos and other supermarkets,"@390914 Hi Mary, help's here! You can try going to any Boots, The Co-operative, or Morrisons outlets. Keep us posted /GT",substantive,substantive,Concrete answer: specific stores to try,high
AmazonHelp,2780502,can you make it clear to your delivery drivers that they should not try to open my front door when delivering packages. thank you. @115821 @AmazonHelp,"@547860 This is not what we expect! Just to confirm, can you please tell us who the carrier was for your package? You can find this out here: https://t.co/yfZkaSaYUU. Please let us know so we can properly get this escalated. We'd like to help! ^KJ",substantive,deflection,Diagnostic question via link,high
Ask_Spectrum,2900833,"Went to rewind live TV and my @Ask_Spectrum receiver shut off, defeating the entire purpose. Ever since the new cloud guide, these functions don’t really work. Together with bad internet service, I’m highly considering shutting it off.","@205863 I am sorry for the poor experience. Can you please DM/PM the full service address and name on the account, as we assist customers’ countrywide. ^CD",deflection,deflection,DM/PM full address and name requested,high
AppleSupport,1400551,@AppleSupport iOS 11.1.2...phone says up to date. Yes Animoji moves while I try to record. It won’t play back to me before sending or after.,@445647 Does the receiving party see the animation?,deflection,deflection,Diagnostic question only,high
Uber_Support,2255870,"Dear @115873: 11am email for monthly pass. Reply w/in 10 secs (web then app). Sorry, sold out. Cust svc email: try app, later asks for orig email. Reply: sorry, in test phase, if screen says sold out then it is. I've had the passes all summer long. Why waste my time? cc: @206835",@657036 Here to help! Check out https://t.co/3h8wdQ4EJK for more information.,substantive,deflection,"Link-only, no inline content",medium
SpotifyCares,1903587,@117168 i'm deleting spotify i can't do anything on here this is bs,"@567296 Hey, help's here! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",unclear,deflection,Diagnostic question: device/OS/version,high
TMobileHelp,787040,"Another vacation trip with poor connection speeds @TMobileHelp 
Santana Row - San Jose, CA. https://t.co/we0GqVow7t",@307754 Oh my! Send me a DM with the address that was taken at and I'll check it out! https://t.co/zXrDYDCnIa *Bridget Wren,substantive,deflection,"Send DM with address, no step",high
Uber_Support,1491507,@Uber_Support I just had two drivers call me and ask me to cancel my ride because they didn't feel like driving to my destination. Awful!,@466389 Here to help! Send us a note at https://t.co/e8HVorX5rh so our team can connect right away.,deflection,deflection,Link-only channel switch,high
SpotifyCares,2914435,@SpotifyCares  https://t.co/xxk4LOoy04,"@423347 If you notice something's out of place, just give us shout and we'll come running 🏃 /YM",unclear,unclear,Generic non-response to a bare link,high
TMobileHelp,1349553,"@115911 - Since you are making a push into #Omaha, can you get better signal inside malls and stores?","@250701 Thanks for the feedback, Michael! I'll be sure to send that up! *KellenF",unclear,deflection,"Vague feedback-forwarding promise, no action",high
Uber_Support,1044562,@119983 @Uber_Support @115873 Shameless charging customers for irrational behiviour of your driver's. Uber What a busy model to loot people.#stopthisloot https://t.co/fLGV6NpzXY,@366973 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,deflection,deflection,DM account email and details requested,high
SpotifyCares,711273,"@SpotifyCares hello, my android app keeps skipping songs and pausing and unpausing at random. Can you advise a fix?","@290103 Hey Emma, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MQ",unclear,substantive,Names specific step: log out/restart/log back in,high
Uber_Support,235530,"@Uber_Support 
1. Phone number is in use. Please log in or contact support",@172094 Please connect with us at https://t.co/WvFcM6aFYx and we'll be happy to look into this.,unclear,deflection,Link-only channel switch,high
Ask_Spectrum,1871609,@Ask_Spectrum I pay a lot of money where is my NFL network must be time to switch networks yours doesn't care about your customers #over$200,@558921 I'm very sorry for the service issues. There is a known area problem affecting your location. We are working to r... https://t.co/g3mGLJbfMe,unclear,substantive,Explains known area problem inline,medium
Uber_Support,2957796,@816395 @115873 @Uber_Support FIRE THIS MAN,@816394 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,deflection,deflection,DM email address requested,high
TMobileHelp,1610548,@TMobileHelp i paid off my phone over 24 hours ago but when I try to verify the esn it says I have an outstanding balance 😣,"@494395 Hey, Gregtastic! Shoot me a DM so we can check things out with you! I don’t want you having to worry about that payment or phone! https://t.co/RaTDVzOYlM *DJConstable",substantive,deflection,"Shoot DM, no step",high
TMobileHelp,2591448,I hate @115911 for throttling data and not giving uncarier to every one who doesnt pay enough,"@538372 Having strong connection is important to me, Nicholas. Let's take a closer at your data options. Send us a DM! *RickK",deflection,deflection,"Send DM, no step",high
AppleSupport,2036412,"Hey @115858, #Siri sucks. How can @122986 seem to get it right but you can’t? https://t.co/S8Ct3OvzZl",@602072 Thanks for reaching out. We'd like to take a look at this with you. Please DM us your country to get started. https://t.co/GDrqU22YpT,deflection,deflection,DM ask for country,high
AppleSupport,2012088,@115858 Also my Siri doesn’t work anymore,@546830 We'd be happy to see how we can help. Which iPhone and iOS 11 version are you running?,unclear,deflection,"Diagnostic question: model, iOS version",high
TMobileHelp,1617427,It's sad that twitter got me what I needed from @115911 faster than an hour on the phone and 20 minutes on the website did.,@495821 T-Force is here for you 24/7 send us a DM so that we can get you taken care of. *VictoriaR,deflection,deflection,"Generic DM ask, no step",high
Uber_Support,331750,@Uber_Support Done,"@194999 Thank you so much, Conor! Sorry for the delay, check your DM's!",substantive,deflection,"Refers to DM, no inline step",high
